query_id	species	typestrain_id	region_mismatches	region_positions	probability_incompatible
Otu1434	Fusobacterium canifelinum	AY162221	2	252	0.017627244748433357
Otu1434	Fusobacterium nucleatum subsp. polymorphum	AF287812	3	252	0.0579619840905935
Otu1434	Fusobacterium periodonticum	ACJY01000002	4	252	0.15085240090800223
Otu1435	Clostridium septicum	U59278	4	253	0.15383033321452122
Otu1435	Clostridium quinii	X76745	4	253	0.1575277580386204
Otu1435	Clostridium carnis	M59091	5	253	0.2883988924132215
Otu1435	Clostridium chauvoei	U51843	6	253	0.4667694073540667
Otu1436	Tepidibaculum saccharolyticum	MH200617	10	253	0.945892726671157
Otu1437	Kineothrix alysoides	KX356505	14	253	0.9989824468923123
Otu1438	Dysosmobacter acutus	MZ310595	5	253	0.28883104276484706
Otu1438	Oscillibacter ruminantium	JF750939	6	253	0.4521046280483727
Otu1438	Oscillibacter hominis	MT905210	6	253	0.4733650699289733
Otu1439	Bacteroides koreensis	KX025133	8	253	0.7759057534363407
Otu1440	Bilophila wadsworthia	AJ867049	8	253	0.7767244168928269
Otu1441	Muribaculum intestinale	KR364784	12	252	0.9907716717758928
Otu1442	Barnesiella propionica	JAOQJK000000000	6	253	0.4495726877990329
Otu1443	Enterococcus canintestini	AJ888906	4	253	0.15551484168409935
Otu1443	Enterococcus dispar	ASWK01000001	4	253	0.15484563360158043
Otu1443	Enterococcus saigonensis	LC127059	4	253	0.15545819963402496
Otu1443	Enterococcus olivae	JQ283454	4	253	0.14326346773403542
Otu1443	Enterococcus lactis	GU983697	4	253	0.1569717179550454
Otu1443	Enterococcus ratti	AF539705	4	253	0.1521512481620788
Otu1443	Enterococcus mundtii	AF061013	4	253	0.14711966251645048
Otu1443	Enterococcus villorum	ASWG01000003	4	253	0.15484563360158043
Otu1443	Enterococcus hirae	Y17302	4	253	0.14954649720077773
Otu1443	Enterococcus durans	AJ276354	4	253	0.14914117890764966
Otu1443	Enterococcus faecalis	AB012212	4	253	0.15805156585211677
Otu1443	Enterococcus rivorum	FN822765	4	253	0.15839972117579093
Otu1443	Enterococcus larvae	MW338870	4	253	0.15131376911516314
Otu1443	Enterococcus saccharolyticus subsp. saccharolyticus	AF061004	5	253	0.2941582969089367
Otu1443	Enterococcus pseudoavium	AF061002	5	253	0.2985489447460721
Otu1443	Enterococcus viikkiensis	HQ378515	5	253	0.29039463731199455
Otu1443	Enterococcus devriesei	AJ891167	5	253	0.2972945459109765
Otu1443	Enterococcus xiangfangensis	HF679036	5	253	0.29892129649490573
Otu1443	Enterococcus pingfangensis	LC438519	5	253	0.2982560793814726
Otu1443	Enterococcus gilvus	AJDQ01000009	5	253	0.2953275373456892
Otu1443	Enterococcus pallens	AJAQ01000034	5	253	0.2953275373456892
Otu1443	Enterococcus florum	LC428281	5	253	0.29039463731199455
Otu1443	Enterococcus avium	AF133535	5	253	0.2813032542324777
Otu1443	Enterococcus hulanensis	LC473138	5	253	0.2763070094504434
Otu1443	Enterococcus raffinosus	AB681190	5	253	0.2803609108727295
Otu1443	Enterococcus casseliflavus	AF039903	5	253	0.29604008076624844
Otu1443	Enterococcus gallinarum	AJ301833	5	253	0.2989862706067625
Otu1443	Enterococcus faecium	AJ301830	5	253	0.298376522761717
Otu1443	Enterococcus xinjiangensis	KF621060	5	253	0.3023115704734789
Otu1443	Enterococcus thailandicus	AB681572	5	253	0.281614698560965
Otu1443	Enterococcus phoeniculicola	AJAT01000017	5	253	0.29593736058842735
Otu1443	Enterococcus crotali	KF803651	5	253	0.27973408265776856
Otu1443	Enterococcus rotai	AJ276353	5	253	0.2991761138707102
Otu1443	Enterococcus silesiacus	AM039966	5	253	0.2985489447460721
Otu1443	Enterococcus ureilyticus	AJ276352	5	253	0.283741506214912
Otu1443	Enterococcus caccae	AY943820	5	253	0.27973408265776856
Otu1443	Enterococcus ureasiticus	GU457264	5	253	0.2790692453172072
Otu1443	Enterococcus moraviensis	AJAS01000020	5	253	0.2965471727590385
Otu1443	Enterococcus plantarum	HQ847537	5	253	0.28960713570108865
Otu1443	Enterococcus quebecensis	GU457262	5	253	0.2790692453172072
Otu1443	Enterococcus termitis	AM039968	5	253	0.29792175470298665
Otu1443	Enterococcus wangshanyuanii	MF326566	5	253	0.30168453816172536
Otu1443	Enterococcus innesii	MZ305092	5	253	0.30081537987539797
Otu1443	Enterococcus alishanensis	AB807774	5	253	0.2985489447460721
Otu1443	Enterococcus malodoratus	AJ301835	6	254	0.4640237694229965
Otu1443	Isobaculum melis	AJ302648	6	253	0.4726605644629842
Otu1443	Enterococcus asini	Y11621	6	253	0.4698318933244081
Otu1443	Enterococcus lemanii	AF445301	6	253	0.4698318933244081
Otu1443	Enterococcus saccharolyticus subsp. taiwanensis	AB775175	6	253	0.46009496024449736
Otu1443	Melissococcus plutonius	AB614100	6	253	0.46898323634091876
Otu1443	Enterococcus dongliensis	LC438513	6	253	0.4710370163071832
Otu1443	Enterococcus hermanniensis	AY396047	6	253	0.4733756684238468
Otu1443	Vagococcus acidifermentans	FJ211190	6	253	0.45352994156195847
Otu1443	Enterococcus canis	X76177	7	254	0.6153717496475017
Otu1444	Coprobacter fastidiosus	JN703378	0	253	0.0001592488119522839
Otu1445	Clostridium nexile	X73443	16	253	0.9999133793351911
Otu1446	Bacteroides fragilis	CR626927	3	253	0.06009404361881254
Otu1446	Bacteroides hominis	MT905160	3	253	0.06388533795872253
Otu1446	Bacteroides salyersiae	AQHX01000008	4	253	0.15551484168409935
Otu1446	Bacteroides faecis	AB547640	5	253	0.29937592066572727
Otu1446	Bacteroides thetaiotaomicron	AB510710	5	253	0.29033602835725925
Otu1446	Bacteroides zhangwenhongii	MK583535	5	253	0.2841227334053502
Otu1446	Bacteroides faecichinchillae	AB574480	5	253	0.281614698560965
Otu1446	Bacteroides finegoldii	AB222699	6	253	0.4503688008097896
Otu1446	Bacteroides nordii	EU136693	6	253	0.46755977676216254
Otu1447	Vescimonas coprocola	LC522510	3	253	0.058660942425187046
Otu1447	Vescimonas fastidiosa	LC522508	6	253	0.45584293262312936
Otu1448	Dialister invisus	ACIM02000001	4	252	0.1610871942184139
Otu1449	Bacillus inaquosorum	AMXN01000021	0	253	0.0001748008441334603
Otu1449	Bacillus subtilis	AJ276351	0	253	0.00018503194899588404
Otu1449	Bacillus cabrialesii subsp. cabrialesii	MK462260	0	253	0.0001814867670835163
Otu1449	Bacillus nakamurai	KU836854	0	253	0.00017611847304710437
Otu1449	Bacillus spizizenii	AF074970	0	253	0.0001506677787955768
Otu1449	Bacillus tequilensis	HQ223107	0	253	0.00016102678058071973
Otu1449	Bacillus vallismortis	AB021198	0	253	0.000162869696513801
Otu1449	Bacillus velezensis	LLZC01000010	0	253	0.00015508830868526946
Otu1449	Bacillus amyloliquefaciens	AB255669	0	253	0.00017650765668564272
Otu1449	Bacillus amyloliquefaciens subsp. amyloliquefaciens	FN597644	0	253	0.00017013794404852067
Otu1449	Bacillus stercoris	MN536904	0	253	0.00017611847304710437
Otu1449	Bacillus siamensis	GQ281299	0	253	0.0001584455740825108
Otu1449	Bacillus atrophaeus	AB021181	0	253	0.00018302304396833335
Otu1449	Bacillus cabrialesii subsp. tritici	ON553301	0	253	0.0001814867670835163
Otu1449	Bacillus mojavensis	AB021191	1	253	0.002850520401619261
Otu1449	Bacillus halotolerans	DQ993671	1	253	0.0030695300003805714
Otu1449	Bacillus australimaris	JX680098	1	253	0.0031919841866396848
Otu1449	Bacillus pumilus	ABRX01000007	1	253	0.002891699813071469
Otu1449	Bacillus zhangzhouensis	JX680133	1	253	0.0031919841866396848
Otu1449	Bacillus safensis subsp. osmophilus	KY990920	1	253	0.0031306043680355833
Otu1449	Bacillus safensis	AB681259	1	253	0.003161449705878727
Otu1449	Bacillus safensis subsp. safensis	AF234854	1	253	0.003113518585734165
Otu1449	Bacillus aerophilus	AJ831844	1	253	0.002919378143549256
Otu1449	Bacillus xiamenensis	AMSH01000114	1	253	0.0031622296063870126
Otu1449	Bacillus altitudinis	AJ831842	1	253	0.003087093730688939
Otu1449	Bacillus glycinifermentans	KT005408	3	253	0.06441008295025596
Otu1449	Bacillus haynesii	MRBL01000076	3	253	0.06274451440702633
Otu1449	Bacillus paralicheniformis	LBMN02000007	3	253	0.05643412319023133
Otu1449	Bacillus sonorensis	AB681416	3	253	0.06383408865960949
Otu1449	Bacillus licheniformis	CP000002	3	253	0.06274891917952818
Otu1449	Bacillus swezeyi	MRBK01000096	3	253	0.06253261652291942
Otu1449	Metabacillus endolithicus	LM994040	4	253	0.1549977063062844
Otu1449	Metabacillus idriensis	AY904033	4	253	0.1569717179550454
Otu1449	Metabacillus indicus	AJ583158	4	253	0.15299010682458425
Otu1449	Metabacillus galliciensis	FM162181	4	253	0.14673282741057603
Otu1449	Metabacillus schmidteae	LR797940	5	253	0.29593736058842735
Otu1449	Metabacillus niabensis	AY998119	5	253	0.3013126163211217
Otu1449	Schinkia oryziterrae	JX103165	5	253	0.2998032599229019
Otu1449	Bacillus capparidis	KY003162	5	253	0.29471770504067685
Otu1449	Bacillus gobiensis	KF995513	5	253	0.2969255794736172
Otu1449	Thalassobacillus hwangdonensis	EU817571	5	253	0.28008435306301005
Otu1449	Mesobacillus boroniphilus	AB198719	6	253	0.4615824053666058
Otu1449	Mesobacillus jeotgali	AF221061	6	253	0.46529045069006214
Otu1449	Mesobacillus subterraneus	FR733689	6	253	0.46120366522682876
Otu1449	Mesobacillus thioparans	DQ371431	6	253	0.47035919248612845
Otu1449	Mesobacillus stamsii	AY189804	6	253	0.45262208070867294
Otu1449	Cytobacillus depressus	KP259553	6	253	0.46045199044771534
Otu1449	Litchfieldia alkalitelluris	AY829448	6	253	0.4726605644629842
Otu1449	Sutcliffiella zhanjiangensis	HM460884	6	253	0.4660302350300024
Otu1449	Metabacillus lacus	LT844664	6	253	0.4512113787913663
Otu1449	Sutcliffiella rhizosphaera	ON753733	6	253	0.4719263446944658
Otu1449	Cytobacillus spongiae	OP869988	6	253	0.46120366522682876
Otu1450	Sangeribacter muris	NR_181880	4	252	0.1238245124373869
Otu1451	Bacteroides nordii	EU136693	3	253	0.06713832696651612
Otu1451	Bacteroides fragilis	CR626927	4	253	0.14873619712125774
Otu1451	Bacteroides hominis	MT905160	4	253	0.15730412570503927
Otu1451	Bacteroides salyersiae	AQHX01000008	5	253	0.2972945459109765
Otu1451	Bacteroides faecis	AB547640	6	253	0.4726297890060568
Otu1451	Bacteroides thetaiotaomicron	AB510710	6	253	0.46198327304658005
Otu1451	Bacteroides zhangwenhongii	MK583535	6	253	0.45412136397644864
Otu1451	Bacteroides faecichinchillae	AB574480	6	253	0.45112047234112695
Otu1452	Mediterraneibacter hominis	MT903387	8	253	0.7820831792910037
Otu1453	Barnesiella propionica	JAOQJK000000000	5	253	0.28069378312057147
Otu1454	Flintibacter butyricus	KF447772	9	253	0.8914192423165037
Otu1455	Peptoniphilus asaccharolyticus	AB640690	19	252	0.9999993751839465
Otu1456	Clostridium symbiosum	M59112	12	253	0.9914290745871779
Otu1457	Hungatella xylanolytica	HF558386	9	253	0.8706894614835854
Otu1458	Bacteroides faecis	AB547640	5	253	0.29937592066572727
Otu1458	Bacteroides thetaiotaomicron	AB510710	5	253	0.29033602835725925
Otu1458	Bacteroides zhangwenhongii	MK583535	5	253	0.2841227334053502
Otu1458	Bacteroides faecichinchillae	AB574480	5	253	0.281614698560965
Otu1459	Clostridium cadaveris	AB542932	7	253	0.6427506530962641
Otu1460	Ruthenibacterium lactatiformans	KM098109	3	253	0.06509797107640936
Otu1461	Bacteroides uniformis	AB510711	8	253	0.7871364774302547
Otu1462	Harryflintia acetispora	KU999999	7	252	0.624294248606944
Otu1463	Bacteroides caecimuris	CP015401	2	253	0.01747205505553795
Otu1463	Bacteroides xylanisolvens	AB510713	3	253	0.0616529387999768
Otu1463	Bacteroides acidifaciens	EU136694	3	253	0.06339202115268028
Otu1463	Bacteroides finegoldii	AB222699	3	253	0.05795875033874298
Otu1463	Bacteroides luhongzhouii	MK584158	4	253	0.14756250553528294
Otu1463	Bacteroides faecium	MN853409	4	253	0.14419681351382985
Otu1463	Bacteroides koreensis	KX025133	5	253	0.28694604236751564
Otu1463	Bacteroides kribbi	KX025134	5	253	0.2975908395118133
Otu1463	Bacteroides ovatus	AB510705	5	253	0.2890445920434258
Otu1463	Bacteroides facilis	MT905157	5	253	0.27763618795002576
Otu1463	Bacteroides faecis	AB547640	6	253	0.4726297890060568
Otu1463	Bacteroides thetaiotaomicron	AB510710	6	253	0.46198327304658005
Otu1463	Bacteroides zhangwenhongii	MK583535	6	253	0.45412136397644864
Otu1463	Bacteroides faecichinchillae	AB574480	6	253	0.45112047234112695
Otu1463	Bacteroides fragilis	CR626927	6	253	0.45685873176892866
Otu1463	Bacteroides hominis	MT905160	6	253	0.47577146958979033
Otu1464	Coprococcus comes	ABVR01000038	6	253	0.47559116919857425
Otu1465	Anaerocolumna aminovalerica	X73436	4	255	0.14320120801694447
Otu1466	Clostridium fessum	KY992934	5	253	0.2763070094504434
Otu1467	Coprococcus comes	ABVR01000038	3	253	0.06509797107640936
Otu1468	Escherichia fergusonii	AF530475	3	253	0.06339495427293873
Otu1468	Shigella flexneri	X96963	3	253	0.05857247302311819
Otu1468	Escherichia coli	X80725	3	253	0.05845000988700311
Otu1468	Shigella sonnei	FR870445	3	253	0.05948928853653779
Otu1468	Escherichia marmotae	KJ787692	3	253	0.061898989726521636
Otu1468	Shigella boydii	HF558388	3	253	0.06423739669199591
Otu1468	Shigella dysenteriae	X96966	4	253	0.1454910461487272
Otu1468	Escherichia ruysiae	LR745848	5	253	0.28983896415113186
Otu1468	Citrobacter koseri	HQ992945	5	253	0.2866312570033347
Otu1468	Cronobacter dublinensis subsp. lactaridi	EF059838	5	253	0.28814494549521175
Otu1468	Cronobacter dublinensis subsp. lausannensis	EF059841	5	253	0.28694604236751564
Otu1468	Cronobacter dublinensis subsp. dublinensis	MF118666	5	253	0.29083613599205616
Otu1468	Cronobacter turicensis	EF059891	5	253	0.2909377622459822
Otu1468	Cronobacter condimenti	CAKW01000111	5	253	0.2910586345212389
Otu1468	Winslowiella iniecta	KM870781	5	253	0.28725844698624714
Otu1468	Kluyvera georgiana	AF047186	5	253	0.2849504474860255
Otu1468	Pseudocitrobacter faecalis	KF057941	5	253	0.2890445920434258
Otu1468	Pseudocitrobacter vendiensis	MK170368	5	253	0.2922783257253365
Otu1468	Pseudocitrobacter corydidari	MZ182277	5	253	0.28628081809363926
Otu1468	Intestinirhabdus alba	MK734184	6	253	0.4536971179277973
Otu1468	Serratia bockelmannii	VOUX01000001	6	253	0.3894280634334528
Otu1468	Serratia nematodiphila	EU036987	6	253	0.4615824053666058
Otu1468	Serratia marcescens	AB061685	6	253	0.45613261284273066
Otu1468	Serratia nevei	VTUT01000000	6	253	0.46018852676268596
Otu1469	Phascolarctobacterium faecium	X72865	12	252	0.9911186677450777
Otu1470	Allocoprobacillus halotolerans	ON553235	5	252	0.2837529774767673
Otu1471	Massiliimalia timonensis	LT854295	0	252	0.00018800318427170115
Otu1471	Massiliimalia massiliensis	LT576408	4	252	0.14917652138942017
Otu1471	Clostridium methylpentosum	ACEC01000059	7	253	0.6444572349618903
Otu1472	Clostridium symbiosum	M59112	9	253	0.8869989524386632
Otu1473	Bacteroides faecis	AB547640	7	253	0.6441953936575981
Otu1474	Akkermansia muciniphila	CP001071	3	253	0.06210985371716293
Otu1475	Thomasclavelia ramosa	AB595128	3	252	0.05978062506562587
Otu1475	Thomasclavelia saccharogumia	DQ100445	5	252	0.28404038136510434
Otu1475	Thomasclavelia cocleata	AB910744	6	252	0.4570357190606187
Otu1476	Oscillibacter ruminantium	JF750939	3	253	0.057671163545474746
Otu1476	Oscillibacter valericigenes	AP012044	6	253	0.4575842923874014
Otu1476	Dysosmobacter acutus	MZ310595	6	253	0.461232433972671
Otu1476	Oscillibacter hominis	MT905210	6	253	0.4733650699289733
Otu1477	Vescimonas coprocola	LC522510	16	253	0.999926622510231
Otu1478	Lacrimispora algidixylanolytica	AF092549	7	253	0.634550655728432
Otu1479	Kineothrix alysoides	KX356505	10	253	0.9405710710752792
Otu1480	Defluviitalea raffinosedens	KF766957	23	253	0.9999999998528197
Otu1481	Dysosmobacter welbionis	MG963288	12	253	0.9911056793921966
Otu1482	Roseburia inulinivorans	AJ270473	5	253	0.28581627515344454
Otu1483	Acetivibrio straminisolvens	AB125279	14	253	0.9989000229120887
Otu1484	Hydrogeniiclostridium hominis	MT905216	14	254	0.9988813477237858
Otu1485	Luoshenia tenuis	MT905125	10	254	0.9404151596473893
Otu1486	Desulfovibrio porci	MN537481	12	253	0.9896471647392462
Otu1487	Bacteroides faecis	AB547640	8	253	0.7859922806539031
Otu1488	Bacteroides uniformis	AB510711	6	253	0.47414020249609845
Otu1488	Bacteroides faecis	AB547640	6	253	0.4726297890060568
Otu1488	Bacteroides thetaiotaomicron	AB510710	6	253	0.46198327304658005
Otu1488	Bacteroides zhangwenhongii	MK583535	6	253	0.45412136397644864
Otu1488	Bacteroides faecichinchillae	AB574480	6	253	0.45112047234112695
Otu1489	Escherichia fergusonii	AF530475	3	253	0.06339495427293873
Otu1489	Shigella flexneri	X96963	3	253	0.05857247302311819
Otu1489	Escherichia coli	X80725	3	253	0.05845000988700311
Otu1489	Shigella sonnei	FR870445	3	253	0.05948928853653779
Otu1489	Escherichia marmotae	KJ787692	3	253	0.061898989726521636
Otu1489	Shigella boydii	HF558388	3	253	0.06423739669199591
Otu1489	Shigella dysenteriae	X96966	4	253	0.1454910461487272
Otu1489	Escherichia ruysiae	LR745848	5	253	0.28983896415113186
Otu1489	Citrobacter koseri	HQ992945	5	253	0.2866312570033347
Otu1489	Cronobacter dublinensis subsp. lactaridi	EF059838	5	253	0.28814494549521175
Otu1489	Cronobacter dublinensis subsp. lausannensis	EF059841	5	253	0.28694604236751564
Otu1489	Cronobacter dublinensis subsp. dublinensis	MF118666	5	253	0.29083613599205616
Otu1489	Cronobacter turicensis	EF059891	5	253	0.2909377622459822
Otu1489	Cronobacter condimenti	CAKW01000111	5	253	0.2910586345212389
Otu1489	Winslowiella iniecta	KM870781	5	253	0.28725844698624714
Otu1489	Kluyvera georgiana	AF047186	5	253	0.2849504474860255
Otu1489	Pseudocitrobacter faecalis	KF057941	5	253	0.2890445920434258
Otu1489	Pseudocitrobacter vendiensis	MK170368	5	253	0.2922783257253365
Otu1489	Pseudocitrobacter corydidari	MZ182277	5	253	0.28628081809363926
Otu1489	Intestinirhabdus alba	MK734184	6	253	0.4536971179277973
Otu1489	Serratia bockelmannii	VOUX01000001	6	253	0.3894280634334528
Otu1489	Serratia nematodiphila	EU036987	6	253	0.4615824053666058
Otu1489	Serratia marcescens	AB061685	6	253	0.45613261284273066
Otu1489	Serratia nevei	VTUT01000000	6	253	0.46018852676268596
Otu1490	Blautia caecimuris	KR364746	6	253	0.4587861711097143
Otu1490	Blautia schinkii	X94964	6	253	0.4481103390513558
Otu1491	Enterocloster bolteae	AJ508452	4	253	0.15006016336496486
Otu1491	Enterocloster citroniae	DQ279737	5	253	0.28894183835513654
Otu1491	Enterocloster clostridioformis	M59089	6	253	0.4748944091003915
Otu1491	Enterocloster asparagiformis	ACCJ01000522	6	253	0.474859462124811
Otu1491	Enterocloster lavalensis	EF564277	6	253	0.4566126823677862
Otu1491	Clostridium methoxybenzovorans	AF067965	6	253	0.4719263446944658
Otu1491	Lacrimispora amygdalina	AY353957	6	253	0.4503688008097896
Otu1491	Clostridium indicum	MH193004	6	253	0.46824590958684
Otu1492	Bacteroides fragilis	CR626927	5	253	0.28678998800033684
Otu1492	Bacteroides hominis	MT905160	5	253	0.3011805920179388
Otu1493	Escherichia fergusonii	AF530475	3	253	0.06339495427293873
Otu1493	Shigella flexneri	X96963	3	253	0.05857247302311819
Otu1493	Escherichia coli	X80725	3	253	0.05845000988700311
Otu1493	Shigella sonnei	FR870445	3	253	0.05948928853653779
Otu1493	Escherichia marmotae	KJ787692	3	253	0.061898989726521636
Otu1493	Shigella boydii	HF558388	3	253	0.06423739669199591
Otu1493	Shigella dysenteriae	X96966	4	253	0.1454910461487272
Otu1493	Escherichia ruysiae	LR745848	5	253	0.28983896415113186
Otu1493	Citrobacter koseri	HQ992945	5	253	0.2866312570033347
Otu1493	Cronobacter dublinensis subsp. lactaridi	EF059838	5	253	0.28814494549521175
Otu1493	Cronobacter dublinensis subsp. lausannensis	EF059841	5	253	0.28694604236751564
Otu1493	Cronobacter dublinensis subsp. dublinensis	MF118666	5	253	0.29083613599205616
Otu1493	Cronobacter turicensis	EF059891	5	253	0.2909377622459822
Otu1493	Cronobacter condimenti	CAKW01000111	5	253	0.2910586345212389
Otu1493	Winslowiella iniecta	KM870781	5	253	0.28725844698624714
Otu1493	Kluyvera georgiana	AF047186	5	253	0.2849504474860255
Otu1493	Pseudocitrobacter faecalis	KF057941	5	253	0.2890445920434258
Otu1493	Pseudocitrobacter vendiensis	MK170368	5	253	0.2922783257253365
Otu1493	Pseudocitrobacter corydidari	MZ182277	5	253	0.28628081809363926
Otu1493	Intestinirhabdus alba	MK734184	6	253	0.4536971179277973
Otu1493	Serratia bockelmannii	VOUX01000001	6	253	0.3894280634334528
Otu1493	Serratia nematodiphila	EU036987	6	253	0.4615824053666058
Otu1493	Serratia marcescens	AB061685	6	253	0.45613261284273066
Otu1493	Serratia nevei	VTUT01000000	6	253	0.46018852676268596
Otu1494	Lawsonibacter hominis	MT905206	4	253	0.15638037597476484
Otu1494	Lawsonibacter asaccharolyticus	LC371917	6	253	0.4473563756536728
Otu1494	Intestinimonas massiliensis	LN866996	6	253	0.47559116919857425
Otu1495	Eisenbergiella tayi	KF814111	5	253	0.2950062565697096
Otu1496	Butyribacter intestini	KT388745	1	254	0.002533579437850153
Otu1497	Bacteroides salyersiae	AQHX01000008	5	253	0.2972945459109765
Otu1497	Bacteroides faecis	AB547640	6	253	0.4726297890060568
Otu1497	Bacteroides thetaiotaomicron	AB510710	6	253	0.46198327304658005
Otu1497	Bacteroides zhangwenhongii	MK583535	6	253	0.45412136397644864
Otu1497	Bacteroides faecichinchillae	AB574480	6	253	0.45112047234112695
Otu1498	Mediterraneibacter butyricigenes	LC423447	7	253	0.6280609452756836
Otu1499	Fusobacterium periodonticum	ACJY01000002	4	252	0.15085240090800223
Otu1499	Fusobacterium nucleatum subsp. animalis	AFQD01000460	5	252	0.29852434590055466
Otu1499	Fusobacterium animalis	AB639143	5	252	0.28152232261128185
Otu1499	Filifactor alocis	X55406	6	252	0.45683424535216843
Otu1499	Fusobacterium simiae	AB616133	6	252	0.4702154903820348
Otu1499	Fusobacterium naviforme	AJ006965	6	252	0.46257234332234864
Otu1499	Fusobacterium vincentii	AABF01000111	6	252	0.4667315842498023
Otu1500	Clostridium scindens	ABFY02000057	5	253	0.28069378312057147
Otu1501	Lactobacillus delbrueckii subsp. bulgaricus	CR954253	0	253	0.00015853348058036953
Otu1501	Lactobacillus delbrueckii subsp. delbrueckii	AY773949	1	253	0.0032683728239502052
Otu1501	Lactobacillus delbrueckii subsp. sunkii	AB641833	1	253	0.00328078242049068
Otu1501	Lactobacillus delbrueckii subsp. indicus	AY421720	1	253	0.0032223923614667083
Otu1501	Lactobacillus delbrueckii subsp. lactis	AY050173	1	253	0.003072303823773659
Otu1501	Lactobacillus nasalidis	LC495593	1	253	0.0026922721309113884
Otu1501	Lactobacillus equicursoris	AB290830	1	253	0.0028004166905511996
Otu1501	Lactobacillus kalixensis	AY253657	6	253	0.4726893581789604
Otu1501	Lactobacillus pasteurii	FR681901	6	253	0.46555567212711546
Otu1502	Clostridium tarantellae	FR733677	6	253	0.4593503385854455
Otu1502	Clostridium perfringens	CP000246	6	253	0.474859462124811
Otu1503	Ruthenibacterium lactatiformans	KM098109	4	253	0.15889974966416276
Otu1504	Bacteroides faecis	AB547640	7	253	0.6441953936575981
Otu1505	Oscillibacter ruminantium	JF750939	9	253	0.8754932702710342
Otu1506	Clostridium perfringens	CP000246	3	253	0.06488231859315907
Otu1506	Clostridium tarantellae	FR733677	4	253	0.1496429974915915
Otu1507	Bacteroides caccae	CP022412	5	253	0.2916684785470255
Otu1508	Clostridioides difficile	AB548672	3	252	0.06268821578410255
Otu1508	Asaccharospora irregularis	X73447	6	252	0.4630145764543723
Otu1509	Clostridium symbiosum	M59112	12	253	0.9914290745871779
Otu1510	Clostridium septicum	U59278	6	253	0.4667694073540667
Otu1511	Zhaonella formicivorans	MK558696	24	253	0.9999999999888062
Otu1512	Bacteroides uniformis	AB510711	3	253	0.06427466702542939
Otu1512	Bacteroides parvus	MT905161	4	253	0.1454225292844169
Otu1512	Bacteroides humanifaecis	MW228414	4	253	0.148965652190311
Otu1513	Alistipes shahii	FP929032	4	253	0.1559368050893868
Otu1513	Alistipes timonensis	JF824799	5	253	0.2909377622459822
Otu1513	Alistipes finegoldii	AB554230	6	253	0.45187156625207625
Otu1514	Bacteroides luhongzhouii	MK584158	4	253	0.14756250553528294
Otu1514	Bacteroides xylanisolvens	AB510713	4	253	0.15232541501051622
Otu1514	Bacteroides faecium	MN853409	4	253	0.14419681351382985
Otu1514	Bacteroides caecimuris	CP015401	5	253	0.2886193311314146
Otu1514	Bacteroides acidifaciens	EU136694	5	253	0.29084884961221547
Otu1514	Bacteroides koreensis	KX025133	6	253	0.45845871456381637
Otu1514	Bacteroides kribbi	KX025134	6	253	0.4710370163071832
Otu1514	Bacteroides ovatus	AB510705	6	253	0.46045199044771534
Otu1514	Bacteroides finegoldii	AB222699	6	253	0.4503688008097896
Otu1514	Bacteroides facilis	MT905157	6	253	0.4473115280685446
Otu1515	Mediterraneibacter massiliensis	LN881607	8	253	0.7738104180417248
Otu1516	Enterococcus canintestini	AJ888906	3	253	0.06338226835506289
Otu1516	Enterococcus dispar	ASWK01000001	3	253	0.06316226631997102
Otu1516	Enterococcus saigonensis	LC127059	3	253	0.06295521419361394
Otu1516	Enterococcus olivae	JQ283454	3	253	0.05702640826661398
Otu1516	Enterococcus lactis	GU983697	3	253	0.06385950120031858
Otu1516	Enterococcus ratti	AF539705	3	253	0.0616884712963891
Otu1516	Enterococcus mundtii	AF061013	3	253	0.05928836727297604
Otu1516	Enterococcus villorum	ASWG01000003	3	253	0.06316226631997102
Otu1516	Enterococcus hirae	Y17302	3	253	0.06049886895726897
Otu1516	Enterococcus durans	AJ276354	3	253	0.06029629103654488
Otu1516	Enterococcus faecalis	AB012212	3	253	0.0646670050436654
Otu1516	Enterococcus rivorum	FN822765	3	253	0.06471668521343688
Otu1516	Enterococcus larvae	MW338870	3	253	0.06126847296458382
Otu1516	Enterococcus saccharolyticus subsp. saccharolyticus	AF061004	4	253	0.15341004979563844
Otu1516	Enterococcus pseudoavium	AF061002	4	253	0.1563591000507809
Otu1516	Enterococcus viikkiensis	HQ378515	4	253	0.15089555066780502
Otu1516	Enterococcus devriesei	AJ891167	4	253	0.15551484168409935
Otu1516	Enterococcus xiangfangensis	HF679036	4	253	0.15607607870669715
Otu1516	Enterococcus pingfangensis	LC438519	4	253	0.15562881550931973
Otu1516	Enterococcus gilvus	AJDQ01000009	4	253	0.1544360653702581
Otu1516	Enterococcus pallens	AJAQ01000034	4	253	0.1544360653702581
Otu1516	Enterococcus florum	LC428281	4	253	0.15089555066780502
Otu1516	Enterococcus avium	AF133535	4	253	0.14510673056540113
Otu1516	Enterococcus hulanensis	LC473138	4	253	0.14108914012039564
Otu1516	Enterococcus raffinosus	AB681190	4	253	0.144252583896896
Otu1516	Enterococcus casseliflavus	AF039903	4	253	0.15467191545676096
Otu1516	Enterococcus gallinarum	AJ301833	4	253	0.15689820780753228
Otu1516	Enterococcus faecium	AJ301830	4	253	0.156487066432487
Otu1516	Enterococcus xinjiangensis	KF621060	4	253	0.15889974966416276
